theme,color,total_quantity
Exploriens,Light Gray,43
Exploriens,Red,2
Exploriens,Trans-Dark Blue,49
Exploriens,Trans-Neon Green,132
Exploriens,Trans-Red,7
Exploriens,White,726
Exploriens,[No Color/Any Color],27
Extreme Team,Black,465
Extreme Team,Blue,25
Extreme Team,Brown,9
Extreme Team,Chrome Silver,10
Extreme Team,Dark Gray,19
Extreme Team,Dark Orange,1
Extreme Team,Green,34
Extreme Team,Light Gray,295
Extreme Team,Red,180
Extreme Team,Trans-Clear,9
Extreme Team,Trans-Dark Blue,4
Extreme Team,Trans-Green,8
Extreme Team,Trans-Light Blue,3
Extreme Team,Trans-Neon Green,37
Extreme Team,Trans-Neon Orange,21
Extreme Team,Trans-Red,21
Extreme Team,Trans-Yellow,28
Extreme Team,White,195
Extreme Team,Yellow,111
Extreme Team,[No Color/Any Color],7
FIRST LEGO League,Black,13519
FIRST LEGO League,Blue,5000
FIRST LEGO League,Bright Green,122
FIRST LEGO League,Bright Light Blue,19
FIRST LEGO League,Bright Light Orange,373
FIRST LEGO League,Bright Light Yellow,21
FIRST LEGO League,Bright Pink,194
FIRST LEGO League,Brown,186
FIRST LEGO League,Coral,16
FIRST LEGO League,Dark Azure,46
FIRST LEGO League,Dark Blue,106
FIRST LEGO League,Dark Bluish Gray,3124
FIRST LEGO League,Dark Brown,21
FIRST LEGO League,Dark Gray,118
FIRST LEGO League,Dark Green,58
FIRST LEGO League,Dark Orange,33
FIRST LEGO League,Dark Pink,95
FIRST LEGO League,Dark Purple,344
FIRST LEGO League,Dark Red,6
FIRST LEGO League,Dark Tan,150
FIRST LEGO League,Dark Turquoise,57
FIRST LEGO League,Flat Silver,135
FIRST LEGO League,Glitter Trans-Light Blue,1
FIRST LEGO League,Glow in Dark White,2
FIRST LEGO League,Green,1026
FIRST LEGO League,Lavender,29
FIRST LEGO League,Light Aqua,23
FIRST LEGO League,Light Bluish Gray,6764
FIRST LEGO League,Light Gray,466
FIRST LEGO League,Light Green,2
FIRST LEGO League,Lime,944
FIRST LEGO League,Magenta,78
FIRST LEGO League,Medium Azure,863
FIRST LEGO League,Medium Blue,226
FIRST LEGO League,Medium Lavender,71
FIRST LEGO League,Medium Nougat,101
FIRST LEGO League,Metallic Gold,8
FIRST LEGO League,Metallic Silver,11
FIRST LEGO League,Nougat,3
FIRST LEGO League,Olive Green,6
FIRST LEGO League,Opal Trans-Clear,4
FIRST LEGO League,Opal Trans-Light Blue,4
FIRST LEGO League,Orange,995
FIRST LEGO League,Pearl Gold,84
FIRST LEGO League,Pearl Light Gray,118
FIRST LEGO League,Pearl Titanium,4
FIRST LEGO League,Purple,32
FIRST LEGO League,Red,4131
FIRST LEGO League,Reddish Brown,697
FIRST LEGO League,Reddish Orange,1
FIRST LEGO League,Sand Blue,2
FIRST LEGO League,Sand Green,4
FIRST LEGO League,Tan,1452
FIRST LEGO League,Trans-Black,8
FIRST LEGO League,Trans-Bright Green,12
FIRST LEGO League,Trans-Brown,59
FIRST LEGO League,Trans-Clear,302
FIRST LEGO League,Trans-Dark Blue,128
FIRST LEGO League,Trans-Dark Pink,4
FIRST LEGO League,Trans-Green,11
FIRST LEGO League,Trans-Light Blue,231
FIRST LEGO League,Trans-Medium Blue,5
FIRST LEGO League,Trans-Neon Green,11
FIRST LEGO League,Trans-Neon Orange,35
FIRST LEGO League,Trans-Orange,54
FIRST LEGO League,Trans-Purple,13
FIRST LEGO League,Trans-Red,69
FIRST LEGO League,Trans-Yellow,58
FIRST LEGO League,Vibrant Yellow,5
FIRST LEGO League,White,5952
FIRST LEGO League,Yellow,3188
FIRST LEGO League,Yellowish Green,14
FIRST LEGO League,[No Color/Any Color],23
Fabuland,Black,144
Fabuland,Blue,589
Fabuland,Brown,27
Fabuland,Dark Gray,5
Fabuland,Earth Orange,25
Fabuland,Fabuland Brown,45
Fabuland,Fabuland Lime,3
Fabuland,Fabuland Orange,5
Fabuland,Green,156
Fabuland,Light Gray,36
Fabuland,Red,1056
Fabuland,Tan,9
Fabuland,White,344
Fabuland,Yellow,1192
Fabuland,[No Color/Any Color],43
Factory,Black,1639
Factory,Blue,238
Factory,Chrome Silver,12
Factory,Dark Bluish Gray,842
Factory,Dark Red,32
Factory,Green,470
Factory,Light Bluish Gray,1214
Factory,Lime,4
Factory,Medium Blue,135
Factory,Orange,54
Factory,Pearl Dark Gray,8
Factory,Red,539
Factory,Reddish Brown,140
Factory,Tan,732
Factory,Trans-Brown,34
Factory,Trans-Clear,281
Factory,Trans-Dark Blue,522
Factory,Trans-Neon Green,26
Factory,Trans-Neon Orange,7
Factory,Trans-Red,100
Factory,Trans-Yellow,36
Factory,White,1338
Factory,Yellow,136
Factory,[No Color/Any Color],4
Fantastic Beasts,Black,138
Fantastic Beasts,Blue,4
Fantastic Beasts,Bright Green,6
Fantastic Beasts,Bright Light Orange,1
Fantastic Beasts,Dark Azure,7
Fantastic Beasts,Dark Bluish Gray,129
Fantastic Beasts,Dark Brown,46
Fantastic Beasts,Dark Green,15
Fantastic Beasts,Dark Orange,17
Fantastic Beasts,Dark Purple,11
Fantastic Beasts,Dark Tan,49
Fantastic Beasts,Flat Silver,1
Fantastic Beasts,Glitter Trans-Neon Green,1
Fantastic Beasts,Glitter Trans-Purple,1
Fantastic Beasts,Green,3
Fantastic Beasts,Light Bluish Gray,67
Fantastic Beasts,Magenta,2
Fantastic Beasts,Medium Azure,27
Fantastic Beasts,Medium Nougat,5
Fantastic Beasts,Nougat,1
Fantastic Beasts,Pearl Gold,53
Fantastic Beasts,Pearl Titanium,4
Fantastic Beasts,Red,7
Fantastic Beasts,Reddish Brown,153
Fantastic Beasts,Tan,41
Fantastic Beasts,Trans-Bright Green,1
Fantastic Beasts,Trans-Clear,1
Fantastic Beasts,Trans-Light Blue,2
Fantastic Beasts,Trans-Orange,7
Fantastic Beasts,Trans-Purple,1
Fantastic Beasts,Trans-Yellow,4
Fantastic Beasts,White,40
Fantastic Beasts,Yellow,2
Fantastic Beasts,[No Color/Any Color],1
Fantasy Era,Black,2762
Fantasy Era,Blue,52
Fantasy Era,Bright Green,12
Fantasy Era,Bright Light Orange,6
Fantasy Era,Bright Pink,4
Fantasy Era,Chrome Gold,24
Fantasy Era,Chrome Silver,9
Fantasy Era,Copper,12
Fantasy Era,Dark Blue,328
Fantasy Era,Dark Bluish Gray,2303
Fantasy Era,Dark Brown,359
Fantasy Era,Dark Green,222
Fantasy Era,Dark Orange,13
Fantasy Era,Dark Pink,8
Fantasy Era,Dark Red,408
Fantasy Era,Dark Tan,80
Fantasy Era,Flat Silver,10
Fantasy Era,Glow In Dark Trans,4
Fantasy Era,Green,18
Fantasy Era,Light Bluish Gray,2994
Fantasy Era,Medium Blue,248
Fantasy Era,Metallic Copper,38
Fantasy Era,Metallic Gold,19
Fantasy Era,Metallic Silver,26
Fantasy Era,Orange,10
Fantasy Era,Pearl Dark Gray,2
Fantasy Era,Pearl Gold,278
Fantasy Era,Pearl Light Gray,220
Fantasy Era,Red,175
Fantasy Era,Reddish Brown,2182
Fantasy Era,Sand Green,21
Fantasy Era,Speckle Black-Silver,30
Fantasy Era,Tan,404
Fantasy Era,Trans-Clear,7
Fantasy Era,Trans-Dark Blue,12
Fantasy Era,Trans-Green,9
Fantasy Era,Trans-Light Blue,12
Fantasy Era,Trans-Neon Green,5
Fantasy Era,Trans-Neon Orange,101
Fantasy Era,Trans-Orange,52
Fantasy Era,Trans-Red,17
Fantasy Era,Trans-Yellow,16
Fantasy Era,White,806
Fantasy Era,Yellow,15
Fantasy Era,[No Color/Any Color],7
Farm,Black,787
Farm,Blue,259
Farm,Bright Green,75
Farm,Bright Light Orange,4
Farm,Bright Light Yellow,1
Farm,Bright Pink,3
Farm,Dark Azure,15
Farm,Dark Blue,3
Farm,Dark Bluish Gray,438
Farm,Dark Brown,1
Farm,Dark Green,2
Farm,Dark Orange,3
Farm,Dark Purple,3
Farm,Dark Red,19
Farm,Dark Tan,18
Farm,Dark Turquoise,28
Farm,Flat Silver,25
Farm,Green,189
Farm,Light Bluish Gray,583
Farm,Lime,114
Farm,Medium Azure,1
Farm,Medium Nougat,21
Farm,Nougat,5
Farm,Orange,48
Farm,Pearl Gold,11
Farm,Pearl Light Gray,5
Farm,Red,344
Farm,Reddish Brown,182
Farm,Tan,284
Farm,Trans-Brown,15
Farm,Trans-Clear,77
Farm,Trans-Light Blue,23
Farm,Trans-Orange,48
Farm,Trans-Red,62
Farm,Trans-Yellow,42
Farm,White,365
Farm,Yellow,238
Farm,[No Color/Any Color],9
Ferrari,Black,5154
Ferrari,Blue,340
Ferrari,Chrome Silver,3
Ferrari,Dark Bluish Gray,599
Ferrari,Light Bluish Gray,2064
Ferrari,Light Gray,2
Ferrari,Lime,2
Ferrari,Metallic Gold,1
Ferrari,Metallic Silver,40
Ferrari,Pearl Light Gray,52
Ferrari,Red,6152
Ferrari,Tan,95
Ferrari,Trans-Brown,61
Ferrari,Trans-Clear,59
Ferrari,Trans-Green,12
Ferrari,Trans-Light Blue,4
Ferrari,Trans-Neon Orange,9
Ferrari,Trans-Orange,13
Ferrari,Trans-Red,104
Ferrari,Trans-Yellow,3
Ferrari,White,712
Ferrari,Yellow,438
Ferrari,[No Color/Any Color],39
Ferries,Black,308
Ferries,Blue,253
Ferries,Dark Blue,76
Ferries,Flat Silver,5
Ferries,Green,17
Ferries,Light Bluish Gray,2
Ferries,Light Gray,94
Ferries,Orange,33
Ferries,Red,411
Ferries,Tan,16
Ferries,Trans-Clear,269
Ferries,Trans-Dark Blue,2
Ferries,Trans-Green,15
Ferries,Trans-Light Blue,38
Ferries,Trans-Neon Orange,5
Ferries,Trans-Red,17
Ferries,Trans-Yellow,18
Ferries,White,2355
Ferries,Yellow,59
Ferries,[No Color/Any Color],20
Fire,Black,3048
Fire,Blue,613
Fire,Bright Green,47
Fire,Bright Light Blue,2
Fire,Bright Light Orange,16
Fire,Bright Light Yellow,153
Fire,Bright Pink,3
Fire,Dark Azure,1
Fire,Dark Blue,2
Fire,Dark Bluish Gray,2602
Fire,Dark Brown,19
Fire,Dark Green,6
Fire,Dark Orange,22
Fire,Dark Pink,1
Fire,Dark Purple,6
Fire,Dark Tan,52
Fire,Dark Turquoise,51
Fire,Flat Silver,78
Fire,Green,226
Fire,Light Bluish Gray,3059
Fire,Light Gray,66
Fire,Lime,19
Fire,Medium Azure,4
Fire,Medium Blue,3
Fire,Medium Nougat,76
Fire,Metallic Silver,2
Fire,Olive Green,8
Fire,Opal Trans-Clear,7
Fire,Orange,27
Fire,Pearl Light Gray,13
Fire,Pearl Titanium,17
Fire,Red,5420
Fire,Reddish Brown,339
Fire,Sand Green,4
Fire,Tan,304
Fire,Trans-Bright Green,9
Fire,Trans-Brown,101
Fire,Trans-Clear,291
Fire,Trans-Dark Blue,805
Fire,Trans-Green,53
Fire,Trans-Light Blue,757
Fire,Trans-Neon Orange,5
Fire,Trans-Orange,396
Fire,Trans-Red,285
Fire,Trans-Yellow,216
Fire,Vibrant Yellow,250
Fire,White,3469
Fire,Yellow,1388
Fire,[No Color/Any Color],56
Forestmen,Black,494
Forestmen,Blue,29
Forestmen,Brown,61
Forestmen,Dark Gray,11
Forestmen,Green,63
Forestmen,Light Gray,345
Forestmen,Red,16
Forestmen,White,13
Forestmen,Yellow,33
Forma,Black,89
Forma,Blue,37
Forma,Dark Bluish Gray,22
Forma,Flat Silver,3
Forma,Light Bluish Gray,26
Forma,Red,9
Forma,Reddish Brown,8
Forma,Tan,10
Forma,White,183
Forma,Yellow,7
Forma,[No Color/Any Color],8
Formula 1,Black,144
Formula 1,Blue,14
Formula 1,Bright Green,10
Formula 1,Dark Blue,18
Formula 1,Dark Pink,6
Formula 1,Dark Purple,12
Formula 1,Dark Turquoise,5
Formula 1,Green,14
Formula 1,Light Bluish Gray,16
Formula 1,Magenta,6
Formula 1,Medium Azure,2
Formula 1,Orange,11
Formula 1,Red,34
Formula 1,White,85
Formula 1,Yellow,10
Fortnite,Black,2051
Fortnite,Blue,817
Fortnite,Blue Violet,16
Fortnite,Bright Green,84
Fortnite,Bright Light Blue,13
Fortnite,Bright Light Orange,47
Fortnite,Bright Light Yellow,22
Fortnite,Bright Pink,108
Fortnite,Coral,24
Fortnite,Dark Azure,18
Fortnite,Dark Blue,41
Fortnite,Dark Bluish Gray,1426
Fortnite,Dark Brown,10
Fortnite,Dark Green,6
Fortnite,Dark Orange,60
Fortnite,Dark Pink,507
Fortnite,Dark Purple,152
Fortnite,Dark Red,35
Fortnite,Dark Tan,140
Fortnite,Dark Turquoise,33
Fortnite,Flat Silver,19
Fortnite,Green,150
Fortnite,Lavender,21
Fortnite,Light Bluish Gray,1290
Fortnite,Lime,338
Fortnite,Magenta,147
Fortnite,Medium Azure,345
Fortnite,Medium Lavender,484
Fortnite,Medium Nougat,36
Fortnite,Metallic Gold,12
Fortnite,Olive Green,6
Fortnite,Opal Trans-Light Blue,3
Fortnite,Orange,207
Fortnite,Pearl Gold,58
Fortnite,Pearl Titanium,37
Fortnite,Red,531
Fortnite,Reddish Brown,494
Fortnite,Reddish Orange,2
Fortnite,Sand Blue,255
Fortnite,Sand Green,21
Fortnite,Tan,270
Fortnite,Trans-Clear,67
Fortnite,Trans-Dark Pink,31
Fortnite,Trans-Green,1
Fortnite,Trans-Light Blue,40
Fortnite,Trans-Orange,25
Fortnite,Trans-Red,20
Fortnite,Trans-Yellow,5
Fortnite,White,862
Fortnite,Yellow,508
Fortnite,[No Color/Any Color],9
Freestyle,Black,1413
Freestyle,Blue,3660
Freestyle,Bright Green,15
Freestyle,Brown,18
Freestyle,Chrome Silver,2
Freestyle,Dark Gray,73
Freestyle,Green,1054
Freestyle,Light Gray,120
Freestyle,Medium Dark Pink,39
Freestyle,Medium Green,3
Freestyle,Pink,58
Freestyle,Red,3796
Freestyle,Trans-Clear,55
Freestyle,Trans-Green,4
Freestyle,Trans-Light Blue,21
Freestyle,Trans-Red,4
Freestyle,Trans-Yellow,4
Freestyle,White,2981
Freestyle,Yellow,3804
Freestyle,[No Color/Any Color],3
Friends,Black,11084
Friends,Blue,1982
Friends,Blue Violet,129
Friends,Bright Green,3897
Friends,Bright Light Blue,906
Friends,Bright Light Orange,4319
Friends,Bright Light Yellow,2122
Friends,Bright Pink,3884
Friends,Chrome Gold,17
Friends,Coral,2128
Friends,Dark Azure,2251
Friends,Dark Blue,2521
Friends,Dark Bluish Gray,3118
Friends,Dark Brown,305
Friends,Dark Green,620
Friends,Dark Orange,2115
Friends,Dark Pink,4668
Friends,Dark Purple,3420
Friends,Dark Red,437
Friends,Dark Tan,747
Friends,Dark Turquoise,3127
Friends,Flat Silver,1102
Friends,Glitter Trans-Dark Pink,12
Friends,Glitter Trans-Neon Green,2
Friends,Glitter Trans-Purple,44
Friends,Glow in Dark White,84
Friends,Green,3178
Friends,Lavender,2675
Friends,Light Aqua,2326
Friends,Light Bluish Gray,13603
Friends,Light Nougat,538
Friends,Lime,6040
Friends,Magenta,4471
Friends,Medium Azure,6704
Friends,Medium Blue,688
Friends,Medium Brown,13
Friends,Medium Lavender,3381
Friends,Medium Nougat,5714
Friends,Metallic Gold,14
Friends,Metallic Silver,115
Friends,Nougat,167
Friends,Ochre Yellow,6
Friends,Olive Green,56
Friends,Opal Trans-Bright Green,11
Friends,Opal Trans-Brown,16
Friends,Opal Trans-Clear,61
Friends,Opal Trans-Dark Blue,8
Friends,Opal Trans-Dark Pink,91
Friends,Opal Trans-Light Blue,140
Friends,Opal Trans-Purple,47
Friends,Opal Trans-Yellow,4
Friends,Orange,2784
Friends,Pearl Copper,5
Friends,Pearl Gold,2397
Friends,Pearl Titanium,27
Friends,Red,4720
Friends,Reddish Brown,8266
Friends,Reddish Orange,247
Friends,Sand Blue,315
Friends,Sand Green,454
Friends,Sienna Brown,3
Friends,Tan,10878
Friends,Trans-Bright Green,224
Friends,Trans-Brown,98
Friends,Trans-Clear,4207
Friends,Trans-Dark Blue,258
Friends,Trans-Dark Pink,1215
Friends,Trans-Green,192
Friends,Trans-Light Blue,2819
Friends,Trans-Medium Blue,34
Friends,Trans-Neon Green,506
Friends,Trans-Neon Orange,68
Friends,Trans-Orange,710
Friends,Trans-Purple,311
Friends,Trans-Red,546
Friends,Trans-Yellow,1619
Friends,Vibrant Yellow,428
Friends,Warm Pink,216
Friends,Warm Tan,6
Friends,White,35074
Friends,Yellow,6964
Friends,Yellowish Green,426
Friends,[No Color/Any Color],516
Fright Knights,Black,393
Fright Knights,Blue,1
Fright Knights,Brown,74
Fright Knights,Chrome Silver,10
Fright Knights,Dark Gray,72
Fright Knights,Green,23
Fright Knights,Light Gray,495
Fright Knights,Red,222
Fright Knights,Trans-Clear,15
Fright Knights,Trans-Dark Blue,9
Fright Knights,Trans-Green,6
Fright Knights,Trans-Neon Orange,44
Fright Knights,Trans-Red,18
Fright Knights,Trans-Yellow,11
Fright Knights,White,32
Fright Knights,Yellow,141
Fright Knights,[No Color/Any Color],3
Frozen,Black,160
Frozen,Blue,85
Frozen,Bright Green,41
Frozen,Bright Light Blue,137
Frozen,Bright Light Orange,119
Frozen,Bright Light Yellow,19
Frozen,Bright Pink,31
Frozen,Coral,16
Frozen,Dark Azure,62
Frozen,Dark Blue,167
Frozen,Dark Bluish Gray,107
Frozen,Dark Brown,10
Frozen,Dark Green,10
Frozen,Dark Orange,21
Frozen,Dark Pink,59
Frozen,Dark Purple,131
Frozen,Dark Red,4
Frozen,Dark Tan,47
Frozen,Dark Turquoise,237
Frozen,Flat Silver,45
Frozen,Glitter Trans-Dark Pink,4
Frozen,Glitter Trans-Light Blue,19
Frozen,Glitter Trans-Purple,2
Frozen,Green,75
Frozen,Lavender,246
Frozen,Light Aqua,718
Frozen,Light Bluish Gray,389
Frozen,Light Nougat,6
Frozen,Lime,54
Frozen,Magenta,340
Frozen,Medium Azure,678
Frozen,Medium Blue,35
Frozen,Medium Lavender,210
Frozen,Medium Nougat,141
Frozen,Metallic Gold,1
Frozen,Metallic Silver,2
Frozen,Nougat,8
Frozen,Opal Trans-Clear,24
Frozen,Opal Trans-Dark Blue,2
Frozen,Opal Trans-Light Blue,233
Frozen,Opal Trans-Purple,3
Frozen,Opal Trans-Yellow,1
Frozen,Orange,73
Frozen,Pearl Gold,243
Frozen,Pearl Titanium,1
Frozen,Red,43
Frozen,Reddish Brown,561
Frozen,Reddish Orange,3
Frozen,Sand Blue,2
Frozen,Sand Green,48
Frozen,Tan,527
Frozen,Trans-Clear,101
Frozen,Trans-Dark Blue,26
Frozen,Trans-Dark Pink,71
Frozen,Trans-Green,4
Frozen,Trans-Light Blue,995
Frozen,Trans-Medium Blue,1
Frozen,Trans-Neon Green,1
Frozen,Trans-Neon Orange,7
Frozen,Trans-Orange,31
Frozen,Trans-Purple,14
Frozen,Trans-Yellow,26
Frozen,White,2428
Frozen,Yellow,56
Frozen,[No Color/Any Color],19
Fusion,Black,101
Fusion,Bright Light Orange,20
Fusion,Bright Pink,18
Fusion,Dark Blue,23
Fusion,Dark Bluish Gray,18
Fusion,Dark Green,34
Fusion,Dark Orange,14
Fusion,Dark Red,26
Fusion,Flat Silver,29
Fusion,Green,32
Fusion,Light Aqua,24
Fusion,Light Bluish Gray,106
Fusion,Lime,16
Fusion,Magenta,28
Fusion,Medium Azure,24
Fusion,Medium Blue,50
Fusion,Olive Green,31
Fusion,Orange,21
Fusion,Pearl Gold,8
Fusion,Red,44
Fusion,Reddish Brown,56
Fusion,Sand Blue,10
Fusion,Sand Green,12
Fusion,Tan,113
Fusion,Trans-Brown,2
Fusion,Trans-Red,2
Fusion,White,69
Fusion,Yellow,14
Futuron,Black,858
Futuron,Blue,7
Futuron,Light Gray,151
Futuron,Trans-Dark Blue,117
Futuron,Trans-Green,3
Futuron,Trans-Red,162
Futuron,White,1663
Gabby's Dollhouse,Black,26
Gabby's Dollhouse,Blue,29
Gabby's Dollhouse,Bright Green,25
Gabby's Dollhouse,Bright Light Blue,22
Gabby's Dollhouse,Bright Light Orange,51
Gabby's Dollhouse,Bright Light Yellow,35
Gabby's Dollhouse,Bright Pink,168
Gabby's Dollhouse,Coral,17
Gabby's Dollhouse,Dark Azure,15
Gabby's Dollhouse,Dark Blue,8
Gabby's Dollhouse,Dark Bluish Gray,19
Gabby's Dollhouse,Dark Pink,95
Gabby's Dollhouse,Dark Purple,42
Gabby's Dollhouse,Dark Turquoise,40
Gabby's Dollhouse,Flat Silver,18
Gabby's Dollhouse,Glitter Trans-Purple,1
Gabby's Dollhouse,Green,16
Gabby's Dollhouse,Lavender,25
Gabby's Dollhouse,Light Aqua,92
Gabby's Dollhouse,Light Bluish Gray,41
Gabby's Dollhouse,Lime,84
Gabby's Dollhouse,Magenta,61
Gabby's Dollhouse,Medium Azure,75
Gabby's Dollhouse,Medium Lavender,71
Gabby's Dollhouse,Medium Nougat,19
Gabby's Dollhouse,Opal Trans-Clear,8
Gabby's Dollhouse,Opal Trans-Dark Blue,2
Gabby's Dollhouse,Opal Trans-Dark Pink,7
Gabby's Dollhouse,Opal Trans-Purple,3
Gabby's Dollhouse,Orange,41
Gabby's Dollhouse,Pearl Gold,11
Gabby's Dollhouse,Red,32
Gabby's Dollhouse,Reddish Brown,17
Gabby's Dollhouse,Tan,129
Gabby's Dollhouse,Trans-Bright Green,2
Gabby's Dollhouse,Trans-Clear,10
Gabby's Dollhouse,Trans-Dark Blue,4
Gabby's Dollhouse,Trans-Dark Pink,15
Gabby's Dollhouse,Trans-Light Blue,27
Gabby's Dollhouse,Trans-Orange,1
Gabby's Dollhouse,Trans-Purple,8
Gabby's Dollhouse,Trans-Yellow,17
Gabby's Dollhouse,Vibrant Yellow,12
Gabby's Dollhouse,Warm Tan,4
Gabby's Dollhouse,White,428
Gabby's Dollhouse,Yellow,70
Gabby's Dollhouse,Yellowish Green,6
Gabby's Dollhouse,[No Color/Any Color],3
Galaxy Squad,Black,780
Galaxy Squad,Blue,120
Galaxy Squad,Bright Green,19
Galaxy Squad,Dark Azure,94
Galaxy Squad,Dark Blue,76
Galaxy Squad,Dark Bluish Gray,670
Galaxy Squad,Dark Brown,4
Galaxy Squad,Dark Green,59
Galaxy Squad,Dark Red,200
Galaxy Squad,Dark Tan,119
Galaxy Squad,Flat Silver,21
Galaxy Squad,Light Bluish Gray,549
Galaxy Squad,Lime,277
Galaxy Squad,Olive Green,25
Galaxy Squad,Orange,113
Galaxy Squad,Pearl Gold,45
Galaxy Squad,Pearl Titanium,22
Galaxy Squad,Red,103
Galaxy Squad,Reddish Brown,6
Galaxy Squad,Sand Green,1
Galaxy Squad,Tan,115
Galaxy Squad,Trans-Bright Green,9
Galaxy Squad,Trans-Clear,51
Galaxy Squad,Trans-Dark Blue,5
Galaxy Squad,Trans-Dark Pink,57
Galaxy Squad,Trans-Green,2
Galaxy Squad,Trans-Light Blue,51
Galaxy Squad,Trans-Neon Green,35
Galaxy Squad,Trans-Neon Orange,5
Galaxy Squad,Trans-Orange,9
Galaxy Squad,Trans-Purple,18
Galaxy Squad,Trans-Red,81
Galaxy Squad,Trans-Yellow,42
Galaxy Squad,White,592
Galaxy Squad,Yellow,20
Galaxy Squad,[No Color/Any Color],9
Galidor,Black,52
Galidor,Blue,12
Galidor,Dark Blue,6
Galidor,Dark Gray,42
Galidor,Dark Green,6
Galidor,Dark Red,17
Galidor,Earth Orange,10
Galidor,Light Blue,1
Galidor,Light Gray,11
Galidor,Medium Blue,19
Galidor,Medium Bluish Violet,3
Galidor,Nougat,9
Galidor,Orange,1
Galidor,Purple,2
Galidor,Red,9
Galidor,Sand Blue,4
Galidor,Trans-Clear,1
Galidor,Trans-Light Blue,1
Galidor,Trans-Medium Blue,1
Galidor,Trans-Red,1
Galidor,Violet,5
Galidor,White,17
Galidor,[No Color/Any Color],1
Games,Black,1107
Games,Blue,515
Games,Bright Green,95
Games,Bright Light Blue,21
Games,Bright Light Orange,15
Games,Bright Pink,41
Games,Dark Azure,16
Games,Dark Blue,46
Games,Dark Bluish Gray,896
Games,Dark Brown,18
Games,Dark Green,25
Games,Dark Orange,5
Games,Dark Purple,40
Games,Dark Red,48
Games,Dark Tan,202
Games,Flat Silver,24
Games,Green,664
Games,Light Bluish Gray,1374
Games,Lime,320
Games,Medium Azure,1
Games,Medium Blue,38
Games,Medium Nougat,1
Games,Metallic Gold,1
Games,Orange,175
Games,Pearl Gold,336
Games,Pearl Titanium,19
Games,Red,678
Games,Reddish Brown,979
Games,Sand Green,47
Games,Tan,522
Games,Trans-Brown,32
Games,Trans-Clear,214
Games,Trans-Dark Blue,75
Games,Trans-Green,69
Games,Trans-Light Blue,76
Games,Trans-Medium Blue,17
Games,Trans-Neon Green,52
Games,Trans-Neon Orange,65
Games,Trans-Orange,76
Games,Trans-Purple,17
Games,Trans-Red,84
Games,Trans-Yellow,65
Games,White,1027
Games,Yellow,384
Games,[No Color/Any Color],28
Gas Station,Black,347
Gas Station,Blue,24
Gas Station,Green,2
Gas Station,Light Gray,112
Gas Station,Milky White,2
Gas Station,Red,149
Gas Station,Trans-Clear,40
Gas Station,White,224
Gas Station,Yellow,279
Gas Station,[No Color/Any Color],2
Gear,Black,144
Gear,Blue,55
Gear,Bright Light Orange,8
Gear,Bright Pink,3
Gear,Brown,1
Gear,Chrome Gold,1
Gear,Dark Azure,2
Gear,Dark Blue,11
Gear,Dark Bluish Gray,102
Gear,Dark Gray,14
Gear,Dark Green,1
Gear,Dark Pink,6
Gear,Dark Purple,2
