fig_num,num_distinct_colors,fig_name,num_parts
fig-000410,5,"Racer, White Top with Large Octan Logo, Red Legs, Red Helmet with Visor",5
fig-000411,36,Indiana Jones,4
fig-000412,5,"Man, Plain Black, Black Helmet with Visor, Sunglasses",5
fig-000413,10,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, White Helmet, Breathing Apparatus, Airtanks, Stubble",7
fig-000414,3,Ned Flanders (CMF),3
fig-000415,16,Ogel Minion,5
fig-000416,3,Highland Battler,4
fig-000417,34,Zane (The Golden Weapons),4
fig-000418,28,Kai (The Golden Weapons),4
fig-000419,19,"Arctic Crew, Green, Hood",4
fig-000420,21,"Man, Green Jacket, Dark Bluish Gray Legs, Hood, Silver Sunglasses",4
fig-000421,0,"Infomaniac, LEGO Logo on Back",4
fig-000422,23,Cole DX,4
fig-000423,6,"White Torso, Palm Tree, Black Legs, Black Hair",4
fig-000424,12,"White Torso, Freestyle, Green Legs, Red Cap",4
fig-000425,13,"Pilot, Black Jacket with Zipper, White Helmet with Trans-Light Blue Visor",5
fig-000426,35,Master Wu (The Golden Weapons),5
fig-000427,18,"Blue Torso, Tan Legs, Black Hair",4
fig-000428,5,"Racer, White Jacket with 2 Stars, Red Helmet with Visor, Sunglasses",5
fig-000429,6,Biker Bob,5
fig-000430,17,"Knight (Fright Knights) - Red Legs, Black Hips",4
fig-000431,6,"Diver, Woman, Blue Wetsuit, Black Helmet with Mask, Airtank",6
fig-000432,6,"Racer, Extreme Team, Black Jacket, Green Legs, Blue Cap, Yellow Life Vest",5
fig-000433,3,"Man, Plain White, Red Helmet with Visor",5
fig-000434,13,"Worker, Blue Jacket with Orange Stripes, Blue Legs, Blue Cap, Silver Sunglasses",4
fig-000435,11,"Man, Green Overalls over Red Shirt, Blue Cap",4
fig-000436,12,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Blue Legs, Red Hard Hat",4
fig-000437,21,"Boy, White and Blue Hoodie, Short Blue Legs, Red Cap",4
fig-000438,12,"Indian - Tan Clothing, Blue Trim, Quiver",6
fig-000440,14,"Firefighter, Black Fire Suit, Bright Light Yellow Ponytail Hair",4
fig-000441,7,"Knight (Crusader Lion) - Blue Legs and Hips, Chin-Guard",4
fig-000442,15,"Man, Blue Jacket with Zipper, Blue Legs, White Cap, Sunglasses",4
fig-000443,4,"Construction Worker, Blue Overalls over Medium Blue Shirt, Red Hard Hat, Goatee Beard",4
fig-000444,7,"Policeman, Black Jacket with Zipper, Radio, and Badge, White Cap, Yellow Life Vest, Silver Sunglasses",5
fig-000445,8,"Policeman, Black Jacket with Zipper, Radio, and Badge, White Cap",4
fig-000446,7,"Fireman, Red Jacket with Straps, White Helmet with Visor, Orange Sunglasses",5
fig-000447,24,Jay (The Golden Weapons),4
fig-000448,28,"Woody, Molded Head",3
fig-000449,4,Green Army Man,5
fig-000450,19,Jake Raines in Hat with Goggles,5
fig-000451,4,Gypsy Moth / Navigator Sharp with Airtanks,5
fig-000452,30,Rattla,4
fig-000453,11,"Lion Knight, Archer, Wide Brim Helmet, Quiver",5
fig-000454,21,"Dragon Knight, Dark Green, Pearl Titanium Helmet, Stubble",4
fig-000455,16,Jay ZX (3626c Head),4
fig-000456,41,"Mia - Medium Blue Top, Lime Shorts",4
fig-000457,40,"Harry Potter, Gryffindor Sweater with Crest",4
fig-000458,6,"Racer, Red Jacket with Classic Space Logo, Blue Helmet with Visor",5
fig-000459,2,Football Player,6
fig-000460,21,Hawkeye with Red Glasses,4
fig-000461,4,Lex Luthor with Dark Purple Legs and Bright Green Shoulder Armor,7
fig-000462,9,"Racer, White Shirt with Two Stripes and 'S', White Legs, Black Helmet",4
fig-000463,0,Winter Soldier,4
fig-000464,19,Lord Sam Sinister,4
fig-000465,8,"Fireman, Orange Safety Vest with Radio, Dark Red Helmet, Beard",4
fig-000466,23,"Geonosian, Dark Tan",3
fig-000467,21,"Blue Jacket, White Legs, Black Hair",4
fig-000468,4,"Man, Plain Black, Helmet and Visor",6
fig-000469,5,Professor Webb / Locust with Airtanks,5
fig-000470,11,Insectoids Droid / Gigabot,4
fig-000471,9,"Harry Potter, Yellow Skin, Hogwarts Sweater with Crest, Black Hat, Cape with Stars",5
fig-000472,7,"Blue Torso, Green Legs, Red Hat",4
fig-000473,6,"Hulk, Dark Purple Pants, Printed Dark Red Stripes and Avengers Logo",4
fig-000474,12,"Ninja, Master",5
fig-000475,14,"Shogun, Armor and Helmet with Horn, White Robe",6
fig-000476,5,"Man, Green Jacket, Black Legs, Black Cap",4
fig-000477,12,"Timmy, Green Legs, Blue Cap",4
fig-000478,17,"Man, Blue Overalls, Red Hard Hat",4
fig-000479,14,"Santa, Plain Red, White Hands, White Eyebrows",5
fig-000480,15,"Boy, Plain Red Torso, Short Blue Legs, Reddish Brown Hair",4
fig-000481,11,"Racer, Lime and Black Jumpsuit, Black Helmet with Visor",5
fig-000482,4,Chief,5
fig-000483,12,"Man, White Torso, Light Gray Legs, Maersk Blue Cap",4
fig-000484,19,Jing Lee the Wanderer,4
fig-000485,23,"Worker - Orange Safety Vest, Blue Legs, Red Helmet, Stubble Beard",4
fig-000486,5,Race Driver - Team Daredevil 6,4
fig-000487,10,"RoboForce, Yellow",6
fig-000488,6,"Soccer Player White Torso with Blue/Red Stripes, Blue Legs #11",4
fig-000489,27,Buzz Lightyear with Molded Head,7
fig-000490,8,"Soccer Player Red Torso, White Legs, #18",4
fig-000491,2,Heroic Knight,7
fig-000492,22,"Emma - Sand Green Top, Dark Pink Shorts",4
fig-000493,2,"Kobe Bryant, Los Angeles Lakers #8",3
fig-000494,2,"Pau Gasol, Memphis Grizzlies #16",3
fig-000495,2,"Tony Parker, San Antonio Spurs #9",3
fig-000496,9,"Snowboarder, Dark Gray, Red Helmet, White Vest",6
fig-000497,7,"Basketball Player, Violet Torso, Violet Legs #3, Non-Spring Legs",3
fig-000498,6,"Basketball Player, Red Torso, Red Non-spring Legs #4",3
fig-000499,1,Lizard Man,5
fig-000500,8,"Woman, Medium Dark Pink Torso, White Legs, Black Hair",4
fig-000501,8,LEGOLAND Red with White Cowboy Hat,4
fig-000502,2,Mr. Good and Evil,4
fig-000503,7,"LEGOLAND Red Torso, Red Legs, White Hat",4
fig-000504,24,Hera Syndulla,4
fig-000505,8,"Wizard (Dragon Knights) - Majisto/Wiz, no Cape",5
fig-000506,13,AT-DP Pilot,4
fig-000507,7,"Clone Trooper, Phase II Armor, Angry, Printed Legs (11217 Helmet)",4
fig-000508,17,Hikaru in Gold Armor,4
fig-000509,20,"Han Solo, Black Vest, Dark Blue Legs, Smooth Hair, Cheek Lines",4
fig-000510,7,"Imperial Crew / Pilot, Black Uniform, Cavalry Cap, Light Nougat Hands",4
fig-000511,14,"Liza - Lime/White Top, Dark Pink Skirt",4
fig-000512,14,"Olivia - Orange Top, Bright Pink Skirt",4
fig-000513,14,"Andrea - Lime Top, Light Aqua Skirt",4
fig-000514,5,"Racer, White Jacket with Zipper, Black Helmet with Visor",5
fig-000515,10,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, White Cap",4
fig-000516,23,"Darth Vader, Light Bluish Gray Skin, Scarred Right Cheek, Eyebrows",5
fig-000517,15,Policeman with Life Jacket,5
fig-000518,3,Mountain Climber,4
fig-000519,29,Naida Riverheart with Flower in Hair,5
fig-000520,7,"Man, Red Jacket with Zipper and Pockets, Blue Legs, Blue Cap",4
fig-000521,1,"Cameraman - Red Legs, Red Cap",4
fig-000522,1,Actress,4
fig-000523,1,"Cameraman - Red Torso, White Legs, White Cap",4
fig-000524,0,Actor 2,4
fig-000525,0,Actor 3,4
fig-000526,17,Pharaoh Hotep,4
fig-000527,22,"Fireman with Reflective Stripes and Radio, White Fire Helmet, and Beard Stubble",4
fig-000528,30,Nya (The Golden Weapons),4
fig-000529,1,Stitch (CMF),3
fig-000530,7,"Diver, Man, Red Wetsuit, Red Helmet with Mask, Airtank, Stubble",6
fig-000531,10,"Man, Red Jacket with Zipper, Red Legs, Black Hat",4
fig-000532,1,Alien (CMF),3
fig-000533,31,"Stephanie - Lavender Jacket, Scarf, Light Aqua Skirt",4
fig-000534,11,"Black Torso, Black Legs, White Hat",4
fig-000535,10,"Coast Guard, Light Bluish Gray Shirt with Badge, Blue Cap, Yellow Life Vest, Silver Sunglasses",5
fig-000536,2,Saxophone Player,4
fig-000537,2,Aladdin (CMF),4
fig-000538,2,Genie (CMF),5
fig-000539,7,Baron Von Barron (Pilot) with Light Gray Hat,6
fig-000540,5,"Man, Green Jacket, Black Legs, Sunglasses",4
fig-000541,6,"White Torso, Black Legs, Red Hat",4
fig-000542,5,"Construction Worker, Orange Safety Vest with Zipper and Pockets, Blue Legs, Red Hard Hat",4
fig-000543,1,Lady Robot,5
fig-000544,9,"Green Torso with T, Green Legs, White Cap",4
fig-000545,1,"Horseback Rider, Team GB (CMF)",5
fig-000546,15,"Fireman, Black Fire Jacket with Red Belt and Badge, White Helmet, Moustache",4
fig-000547,11,"Man, Green Jacket, White Legs, Black Hair",4
fig-000548,3,Alice (CMF),5
fig-000549,12,"Blue Torso Shirt, Blue Legs, Black Hat",4
fig-000550,1,Cheshire Cat (CMF),4
fig-000551,2,Dino Tracker,4
fig-000552,1,Daisy Duck with Lavender Top (CMF),5
fig-000553,13,"TIE Pilot, Plain Legs, Plain Brown Head",4
fig-000554,0,Soccer Player Coca-Cola Defender,4
fig-000555,0,Coca-Cola Defender 2,4
fig-000556,0,Soccer Player Coca-Cola Forward 1,4
fig-000557,0,Soccer Player Coca-Cola Forward 2,4
fig-000558,0,Soccer Player Coca-Cola Defender 3,4
fig-000559,0,Soccer Player Coca-Cola Midfielder 2,4
fig-000560,0,Soccer Player Coca-Cola Forward 3,4
fig-000561,0,Soccer Player Coca-Cola Forward 4,4
fig-000562,2,Soccer Player Coca-Cola Referee,4
fig-000563,2,Soccer Player Coca-Cola Hot Dog Girl,4
fig-000564,1,Soccer Player Coca-Cola Doctor,4
fig-000565,0,"TV Worker - White Torso, Blue Legs, Blue Cap, Soccer",4
fig-000566,18,"Red Riding Jacket with Award Ribbon, Black Riding Helmet, and White Legs",4
fig-000567,0,Soccer Player Coca-Cola Secret A,4
fig-000568,0,Soccer Player Coca-Cola Secret B,4
fig-000569,37,Donald Duck (CMF),5
fig-000570,24,"Olivia - Bright Pink Top, Lime Trousers",4
fig-000571,0,"C-3PO, Chrome Gold (30th Anniversary)",3
fig-000572,2,Aztec Warrior,4
fig-000573,15,"Wizard (Dragon Knights) - Majisto/Wiz, Plastic Cape",6
fig-000574,1,Minnie Mouse with Dark Pink with White Spots Dress and Bow (CMF),5
fig-000575,10,Royal Soldier,4
fig-000576,1,Mickey Mouse (CMF),3
fig-000577,6,"Man, Plain Blue, Red Hard Hat",4
fig-000578,13,"Train Worker - Red Vest, Blue Legs, White Helmet, Plain Face",4
fig-000579,2,Jester,4
fig-000580,15,"Train Worker - Red Vest, Dark Gray Legs, White Helmet, Sunglasses",4
fig-000581,2,"Darth Vader, Chrome Black",5
fig-000582,17,"Conductor - Yellow Jacket, Black legs, Red Hat",4
fig-000583,2,Swashbuckler,5
fig-000584,10,"Conductor - Blue Jacket, Black Legs, Red Hat (3626a Head)",4
fig-000585,2,Mr. Incredible (CMF),4
fig-000586,2,Syndrome (CMF),5
fig-000587,6,"Racer, Blue Jumpsuit with Octan Logo, Blue Cap, Yellow Life Vest 2610, Silver Sunglasses",5
fig-000588,5,"LEGOLAND White Torso, Red Legs, Red Hat",4
fig-000589,2,Cowgirl,4
fig-000590,2,Peter Pan (CMF),4
fig-000591,2,Captain Hook (CMF),4
fig-000592,4,Hun Warrior,5
fig-000593,25,"Hermione Granger, Yellow Skin, Medium Blue Sweater",4
fig-000594,19,"Ron Weasley, Yellow Skin, Blue Sweater, Cape with Stars",5
fig-000595,30,"Harry Potter, Yellow Skin, Gryffindor Sweater with Crest, Violet Cape",5
fig-000596,29,Razar with Flat Silver Shoulder Armor,10
fig-000597,2,Ursula (CMF),4
fig-000598,14,"Man - White Torso, Blue Overall, Blue Cap - 3626b Head",4
fig-000599,5,"Green Torso, White Legs, White Cap",4
fig-000600,3,Ariel (CMF),4
fig-000601,2,"Darth Maul, Horns, Printed Red Arms",4
fig-000602,9,"Coast Guard, Yellow Jacket with Zipper, Radio and Badge, Blue Helmet with Visor, Yellow Life Vest, Stubble",6
fig-000603,2,Fairy,6
fig-000604,8,"Policewoman, Black Jacket with Zipper and Badge, White Cap",4
fig-000605,1,Joachim Low (CMF),4
fig-000606,11,"Fireman, Light Gray Fire Suit with Gauge and Pocket, Black Helmet with Visor, Breathing Apparatus, Airtanks, Moustache",7
fig-000607,23,"Arctic Explorer, Hood, Printed Orange Goggles",4
fig-000608,22,"Jay, Kendo Outfit",5
fig-000609,22,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, Yellow Hands, White Helmet, Cheek Lines",4
fig-000610,0,TC-14,3
fig-000611,27,"Stephanie - White Top, Magenta Skirt",4
fig-000612,1,Elrond,5
fig-000613,1,Thomas Muller,4
fig-000614,7,"Blue Torso, Black Legs, Red Hat",4
fig-000615,2,Cyclops,4
fig-000616,19,"Policeman, Black JAcket with Zipper, Radio, Badge, and 'POLICE' on Back, White Helmet with Visor, Silver Sunglasses",5
fig-000617,21,"Red Torso, Orange Legs, Black Hair",4
fig-000618,15,"Man, Black Jacket, Dark Blue Legs, Reddish Brown Flat Cap",4
fig-000619,4,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Black Cap",4
fig-000620,4,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Red Hard Hat, Cheek Lines",4
fig-000621,7,"Wizard (Fantasy Era) - Good, no Cape",5
fig-000622,17,Max Villano with Backpack,5
fig-000623,15,"Race Driver, Black Racing Suit, Black Hair",4
fig-000624,17,"Mars Astronaut, Smirk / Scared",5
fig-000625,1,Andre Schurrle (CMF),4
fig-000626,5,"Coast Guard, Yellow Jacket with Zipper, Radio and Badge, Blue Helmet with Visor, Orange Sunglasses",5
fig-000627,1,Sami Khedira (CMF),4
fig-000628,17,Mike,4
fig-000629,20,Baron Von Barron,5
fig-000630,13,"Construction Worker, Orange Safety vest, Orange Legs, Grey Beard",4
fig-000631,22,Dr. Charles Lightning,4
fig-000632,10,Miss Gail Storm with Backpack,5
fig-000633,13,"Man, Blue Overalls over White V-Neck Shirt, Red Cap, Brown Eyebrows",4
fig-000634,13,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, Blue Cap (3626a Head)",4
fig-000635,9,"Lifeguard, White Tank Top with Windsurfer, Blue Legs, Ponytail",4
fig-000636,19,Hikaru,4
fig-000637,1,Jerome Boateng (CMF),4
fig-000638,2,Shadow Knight Vladek,4
fig-000639,12,Jayko,4
fig-000640,15,"Man, Open Dark Blue Jacket, Tan Legs, Red Cap",4
fig-000641,9,"Man, White Torso, Blue Legs, Red Hat",4
fig-000642,9,"Knight (Black Falcon) - Black Legs, Black Hips, Rounded Shield, Neck-Protector, 3626a",4
fig-000643,14,"Man, Blue Overalls over Shirt, Blue Legs, Blue Cap",4
fig-000644,7,"Peasant - Light Gray Legs, Brown Hood",4
fig-000645,5,"King (Royal Knights) - Blue Legs, Blue Hips, no Cape",4
fig-000646,16,"Knight (Fright Knights) - Black Helmet, no Plume",4
fig-000647,1,Max Kruse (CMF),4
fig-000648,16,Bat Lord (Fright Knights) - Cape,5
fig-000649,6,"Basketball Player, Tan Torso, Black Legs",3
fig-000650,9,"Woman - White Torso, Red Legs, Black Hair",4
fig-000651,1,Medusa,4
fig-000652,3,"Construction Worker, Blue Torso, Black Legs, Red Hard Hat, Yellow Vest",5
fig-000653,3,"Man, Open Black Jacket over Red Shirt, Blue Legs, Black Cap",4
fig-000654,1,Manuel Neuer (CMF),4
fig-000655,8,"Pilot, Open Black Jacket over Dark Gray Vest and Tie, Black Hat with Goggles",5
fig-000656,1,Mario Gotze (CMF),4
fig-000657,11,Aquanaut 1,5
fig-000658,12,"Race Driver, Green Torso, Green Legs, Lime Helmet",5
fig-000659,11,"Knight - Blue Torso, Dark Bluish Grey legs, Metallic Silver Helmet",4
fig-000660,15,"Paisley - White Top, Sand Blue Legs, Medium Lavendar Fanny Pack",5
fig-000661,13,"Medium Blue Torso, Blue Overall, Blue Cap (4485)",4
fig-000662,13,"Pirate - Blue Jacket, Light Gray Legs, Brown Tricorne (3626b Head)",4
fig-000663,10,"Man, Dark Turquoise Jacket, Dark Blue Legs, Black Hair",4
fig-000664,18,"Clone Pilot, Plain Black Head",4
fig-000665,8,"Pirate - Blue Stripes, White Legs, Red Bandana, 3626a",4
fig-000666,14,"Pirate - Blue Jacket, Black Legs, Black Bicorne",4
fig-000667,1,Benedikt Howedes (CMF),4
fig-000668,13,Soldier (Imperial Armada) - Red,4
fig-000669,33,Crawley,4
fig-000670,1,Marco Reus (CMF),4
fig-000671,2,President Business (CMF),4
fig-000672,8,"Man, Yellow Shirt with Two Stripes and 'S', Light Gray Legs, Black Hard Hat",4
fig-000673,2,"Emmet, Red Hard Hat",4
fig-000674,12,"Postal Worker, Red Shirt with Horn Logo, Black Legs, Black Hat (3626a Head)",4
fig-000675,9,"Man, Black Overalls, Red Hard Hat (3626a Head)",4
fig-000676,14,"Cargo Worker, Green Jacket with Pocket, Green Cap, Sunglasses",4
fig-000677,11,"Man, Red Torso, Blue Legs, Black Hard Hat",4
fig-000678,1,Toni Kroos,4
fig-000679,6,"Construction Worker, Orange Overalls, Red Hard Hat, Beard and Glasses",4
fig-000680,14,"Man, White Vest, Medium Nougat Legs, Black Hair",4
fig-000681,8,"Man, White Torso, Green Legs, White Cap",4
fig-000682,22,"Firefighter, Black Fire Suit, Dark Orange Hair, Beard",4
fig-000683,1,Mesut Ozil (CMF),4
fig-000684,12,"Woman, Red Riding Jacket, White Legs, Black Hard Hat",4
fig-000685,3,Taco Tuesday Guy (CMF),6
fig-000686,6,"Man, Blue Shirt with Buttons and Pockets, Black Legs, Black Hat",4
fig-000687,13,"Racer, Green Jacket with Zipper and Octan Logo, White Cap",4
fig-000688,10,"Repairman, Light Gray Vest with Phone Logo and ID Badge, Blue Cap, Sunglasses",4
fig-000689,14,"Construction Worker, Blue Jacket with Zipper and Bulldozer Badge, Blue Legs, Red Hard Hat",4
fig-000690,10,"Jet, Trans-Neon Green Visor",5
fig-000691,13,"Racer, White Jacket with Zipper and Octan Logo, White Helmet with Visor, Blue Sunglasses",5
fig-000692,14,"Garry - Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, White Hard Hat, Beard",4
fig-000693,9,Sparks,5
fig-000694,1,Paintball Player,5
fig-000695,1,Robot (CMF),5
fig-000696,7,"Mechanic, Red Overalls, Blue Cap, Printed Hair",4
fig-000697,9,"Policeman, Black Jacket with Zipper and Badge, Black Cap, Sunglasses",4
fig-000698,1,Sad Clown,5
fig-000699,14,"Fireman, Black Fire Jacket with Red Belt and Badge, Black Hair",4
fig-000700,5,"Man, Green Jacket, White Legs, White Cap, Yellow Life Vest, Blue Sunglasses",5
fig-000701,7,"Fireman, Classic, Black Fire Jacket with Red Belt and Buttons, White Helmet (3626b Head)",4
fig-000702,1,Bastian Schweinsteiger (CMF),4
fig-000703,8,"Man, Brown Jacket, Light Gray Legs, Blue Helmet with Visor, Blue Visor",5
fig-000704,6,"Woman, White and Blue Striped Shirt, White Legs, Black Hair",4
fig-000705,15,"Racer, Red Jacket with Octan Logo and 'RACING', Red Legs, Red Helmet with Visor, Sunglasses",5
fig-000706,13,"Man, Black Jacket over Red Shirt, Black Legs, White Cap",4
fig-000707,8,"Doctor, Woman, White Jacket with Red Cross, White Legs, Black Hair",4
fig-000708,1,Baseball Fielder,4
fig-000709,1,Christoph Kramer (CMF),4
fig-000710,18,"Diver, Man, Red Wetsuit, Black Helmet with Mask, Airtank, Printed White Hair",6
fig-000711,1,Shkodran Mustafi (CMF),4
fig-000712,24,Lloyd Garmadon,5
fig-000713,3,"Man, White Torso with Red and Blue Stripes, Blue Legs, Red Helmet",4
fig-000714,3,"Construction Worker, Blue Jacket with Highway Logo, Blue Legs, Red Hard Hat",4
fig-000715,21,"Man, White Top with Large Octan Logo, Green Legs, Red Cap",4
fig-000716,8,"Man, Brown Jacket, Black Legs, Black Helmet with Visor, Sunglasses",5
fig-000717,13,"Doctor, Woman, White Jacket with Red Cross, Black Hair",4
fig-000718,7,"Racer, Red Jacket with Zipper, White Helmet with Visor",5
fig-000719,12,"Man, Blue Shirt with Buttons and Pockets, Black Legs, Red Hard Hat",4
fig-000720,14,"Man, Blue Overalls, Blue Cap - 3626a Head",4
fig-000721,14,"Man, Blue Overalls, Black Hair (3626a Head)",4
fig-000722,10,"Man, Plain Red Torso, Black Legs, Red Hard Hat, Yellow Vest",5
fig-000723,15,"Arctic Crew, Black, Hood",5
fig-000724,15,"Man, Red Overalls, Red Hard Hat (3626b Head)",4
fig-000725,16,"Man, Blue Jacket with Zipper, Blue Legs, Red Cap, Sunglasses",4
fig-000726,8,"Man, Red Top with Exxon Logo, Black Legs, Black Hat",4
fig-000727,6,"Doctor, White Jacket with Red Cross, White Legs, Red Helmet",4
fig-000728,7,"Man, Green Jacket, Blue Legs, Blue Cap, Blue Sunglasses",4
fig-000729,11,"Fireman, Classic, Black Fire Jacket with Red Belt and Buttons, White Helmet (3842a Helmet)",4
fig-000730,8,Stingray 3,4
fig-000731,9,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, Blue Hard Hat",4
fig-000732,13,"Firefighter, Black Fire Suit, Vibrant Yellow Helmet",5
fig-000733,14,"Man - Blue Jacket, Blue Legs, Red Hat",4
fig-000734,12,Indian Chief,4
fig-000735,7,"Man, White Torso, Blue Legs, Helmet with Visor, Yellow Life Vest - 3626a Head",6
fig-000736,5,"Soldier - Western, Lieutenant, Cap",5
fig-000737,12,"Res-Q Man, Helmet with Visor, Yellow Life Vest, Sunglasses",6
fig-000738,20,Pepper Roni with Neck Bracket,5
fig-000739,19,Brickster with Black Hat,4
fig-000740,10,"Criminal, Black Striped Top with Rope, Black Hat, Dark Tan Backpack, Stubble",5
fig-000741,10,Ogel,6
fig-000742,9,"Classic Spaceman, Blue with Airtanks (3842b Helmet)",5
fig-000743,4,"Bandit - Western, Black Jacket, White Handkerchief, Brown Hat",5
fig-000744,22,"Santa, Plain Red",5
fig-000745,9,"Classic Spaceman, Red with Airtanks (3842b Helmet)",5
fig-000746,9,Radia,4
fig-000747,6,"Futuron Spaceman, Blue with Airtanks and Dark Blue Visor",6
fig-000748,19,"Johnny Thunder, Printed Legs (Expedition)",4
fig-000749,5,Space Police 2 Chief,7
fig-000750,7,"Ice Planet - White Eyebrows, Mustache",6
fig-000751,6,"UFO Alien, Red, Plain Black Helmet",4
