fig_num,fig_name,num_parts,age_group_heuristic
fig-010010,"Racer, White and Orange Robe with Ties and Sash Belt, Black Hair, Raised Eyebrow",4,Unspecified
fig-010011,"Racer, White and Orange Robe with Ties and Sash Belt, Black Hair, Big Smile",4,Unspecified
fig-010012,"Racer, White and Orange Robe with Ties and Sash Belt, Black Hair, Slight Smile",4,Unspecified
fig-010013,"Racer, White and Orange Robe with Ties and Sash Belt, Black Hair, Clenched Teeth Smile",4,Unspecified
fig-010014,"Racer, White and Orange Robe with Ties and Sash Belt, Black Hair, Scared / Neutral",4,Unspecified
fig-010015,"Racer, White and Red Robe with Ties and Sash Belt, Black Hair, Scared / Neutral",4,Unspecified
fig-010016,"Bride, White Brick Built Dress",10,Unspecified
fig-010017,"Groom, Black Tuxedo with Red Bow Tie and Cummerbund, Top Hat",4,Unspecified
fig-010019,"Santa, Coat and Belt, Plain Red Legs, Santa Hat (3626c Head)",5,Unspecified
fig-010020,"Mrs. Claus, White Corset with Red Sides, Apron with Candy Canes, Dark Green Dress",4,Unspecified
fig-010022,"Elf, Green Jacket, Red Hat with Ears",4,Unspecified
fig-010023,"Groom, Black Suit with Tie, Top Hat",4,Unspecified
fig-010024,"Bride, White Corset Dress",4,Unspecified
fig-010025,"Bride, White and Blue Corset Dress with Bow",4,Unspecified
fig-010026,"Groom, Black Suit with Lavender Bow Tie, Top Hat",4,Unspecified
fig-010027,"Man, Light Bluish Gray Vest over White Shirt, Black Legs, Light Bluish Gray Hair, Moustache and Glasses",4,Adult-coded
fig-010028,"Man, Green V-Neck Sweater, Reddish Brown Legs, Black Hair, Beard",4,Adult-coded
fig-010029,"Boy, Open Blue Jacket, Short Tan Legs, Dark Brown Hair",4,Child-coded
fig-010030,"Girl, Orange Top, Short Red Legs, Dark Red Hair",4,Child-coded
fig-010031,"LEGO Store Employee, LEGO Logo on Back, Dark Red Cap, Stubble",4,Unspecified
fig-010032,"LEGO Store Employee, LEGO Logo on Back, Reddish Brown Hair, Beard",4,Unspecified
fig-010033,"Man, Open Orange Jacket over Light Blue Shirt, Dark Blue Cap",4,Adult-coded
fig-010034,"Man, Medium Blue Shirt with Palm Trees and Sunset, Tan Fedora, Beard",4,Adult-coded
fig-010035,"Woman, Bright Pink Halter Top with Butterflies, White Legs, Reddish Brown Hair",4,Adult-coded
fig-010036,"Woman, Dark Purple and Lavender Striped Top, Medium Azure Legs, Dark Orange Hair",4,Adult-coded
fig-010037,Drone Boy,4,Child-coded
fig-010038,"Man, Dark Blue Suit, Black Hair, Glasses",4,Adult-coded
fig-010039,"Ground Crew, Blue Suit, Light Bluish Gray Hair, Beard",4,Unspecified
fig-010040,"Ground Crew, Orange Overalls over Blue Sweater, Dark Orange Hair, Beard and Glasses",4,Unspecified
fig-010041,"Woman, Medium Blue Polo Shirt with Necklace, White Legs, Reddish Brown Hair",4,Adult-coded
fig-010042,"Boy, Green V-Neck Sweater, Short Dark Blue Legs, Dark Orange Hair",4,Child-coded
fig-010043,"Woman, Dark Bluish Gray Jacket with Magenta Scarf, Reddish Brown Legs, Reddish Brown Hair",4,Adult-coded
fig-010044,"Man, Dark Blue Plaid Shirt, Blue Legs, Black Hat",4,Adult-coded
fig-010045,Karzon,5,Unspecified
fig-010046,King Jayko,6,Unspecified
fig-010047,Lord Vladek,7,Unspecified
fig-010048,Sir Adric,6,Unspecified
fig-010049,"Rouge Knight, Sand Blue",5,Unspecified
fig-010050,"Rogue Knight, Yellow and Black",5,Unspecified
fig-010051,Sir Kentis,6,Unspecified
fig-010052,"Rogue Knight, Black and Yellow",5,Unspecified
fig-010053,"Rouge Knight, Black and Yellow, Black Helmet",5,Unspecified
fig-010054,"Rogue Knight, Yellow and Black, Speckle Black-Silver Helmet",5,Unspecified
fig-010055,"Rouge Knight, Yellow and Black, Black Helmet",5,Unspecified
fig-010056,"Rascus, Printed Torso",5,Unspecified
fig-010057,The Guardian,5,Unspecified
fig-010058,"Knight, Blue, Armor, Helmet with Visor and Blue Plume",7,Unspecified
fig-010059,"Knight, Blue, Helmet",4,Unspecified
fig-010060,"Knight, Blue, Printed Breastplate, Helmet",4,Unspecified
fig-010061,Gabriela Silva - Sand Green Scrubs,4,Unspecified
fig-010062,"Dragon Knight, Red, Armor, Helmet with Red Plume",6,Unspecified
fig-010063,"Dragon Knight, Red, Helmet, Beard",4,Unspecified
fig-010064,"Dragon Knight, Red, Helmet, Stubble",4,Unspecified
fig-010065,"Dragon Knight, Red, Helmet, Red Beard",4,Unspecified
fig-010066,"King, Lion King",5,Unspecified
fig-010067,"Lion Knight, Helmet, Soul-patch",4,Unspecified
fig-010068,"Lion Knight, Helmet",4,Unspecified
fig-010069,Nobleman,4,Adult-coded
fig-010070,"Queen, Lion Queen",5,Unspecified
fig-010071,Young Squire,4,Child-coded
fig-010072,"Lion Knight, Armour, Helmet with Grille and Red Plume",6,Unspecified
fig-010073,"Falcon Knight, Armor, Helmet with Dark Green Plume",6,Unspecified
fig-010074,"Dragon Knight, Dark Green, Helmet",4,Unspecified
fig-010075,"Dragon Knight, Archer, Dark Green, Wide Brim Helmet, Quiver",5,Unspecified
fig-010076,"Dragon Knight, Dark Green, Wide Brim Helmet",4,Unspecified
fig-010077,"Dragon Knight, Dark Green, Helmet with Dark Green Plume, Cape",6,Unspecified
fig-010078,"Dragon Knight, Dark Green, Armor, Helmet with Dark Green Plume",6,Unspecified
fig-010079,"Lion Knight, Archer, Helmet, Quiver",5,Unspecified
fig-010080,"Lion Knight, Helmet",4,Unspecified
fig-010081,"Lion Knight, Helmet with Grille and Red Plume",5,Unspecified
fig-010082,"Lion Knight, Helmet with Grille and Red Plume, Cape",6,Unspecified
fig-010083,"Dragon Knight, Dark Green, Pearl Dark Gray Helmet with Dark Green Plume",5,Unspecified
fig-010084,"Dragon Knight, Dark Green, Pearl Titanium Helmet, Angry",4,Unspecified
fig-010085,"Lion Knight, Helmet with Red Plume",5,Unspecified
fig-010086,"Lion Knight, Helmet, Scared / Smile",4,Unspecified
fig-010087,"Lion Knight, Wide Brim Helmet, Cheek Lines",4,Unspecified
fig-010088,"Lion Knight, Archer, Helmet, Quiver",5,Unspecified
fig-010089,"Dragon Knight, Dark Green, Wide Brim Helmet, Angry (Pearl Dark Gray)",4,Unspecified
fig-010090,"Dragon Knight, Dark Green, Helmet, Stern (Pearl Dark Gray)",4,Unspecified
fig-010091,"Lion Knight, Helmet, Beard",4,Unspecified
fig-010092,"Dragon Knight, Dark Green, Helmet with Dark Green Plume, Moustache and Stubble (Pearl Dark Gray)",5,Unspecified
fig-010093,"Lion Knight, Armour, Helmet with Red Plume (Flat Silver)",6,Unspecified
fig-010094,"Dragon Knight, Dark Green, Wide Brim Helmet, Moustache and Stubble (Pearl Dark Gray)",4,Unspecified
fig-010095,"Dragon Knight, Archer, Dark Green, Helmet, Quiver (Pearl Dark Gray)",5,Unspecified
fig-010096,"Dragon Knight, Black, Armor, Helmet with Dark Green Plume (Pearl Dark Gray)",6,Unspecified
fig-010097,"King, Lion King, Red Plume",7,Unspecified
fig-010098,"Lion Knight, Wide Brim Helmet, Beard",4,Unspecified
fig-010099,"Lion Knight, Archer, Helmet, Quiver, Stubble",5,Unspecified
fig-010100,"Dragon Knight, Archer, Dark Green, Wide Brim Helmet, Quiver, Goatee Beard",5,Unspecified
fig-010101,"Dragon Knight, Dark Green, Wide Brim Helmet, Gold Tooth",4,Unspecified
fig-010102,"Dragon Knight, Dark Green, Helmet, Angry",4,Unspecified
fig-010103,"Lion Knight, Wide Brim Helmet, Cheek Lines / Scared",4,Unspecified
fig-010104,"Dragon Knight, Archer, Dark Green, Wide Brim Helmet, Missing Tooth",5,Unspecified
fig-010105,"Lion Knight, Helmet, Stubble and Scar",4,Unspecified
fig-010106,"Lion Knight, Wide Brim Helmet, Soul-patch",4,Unspecified
fig-010107,"Dragon Knight, Black, Armor, Helmet with Dark Green Plume, Goatee Beard",7,Unspecified
fig-010108,"Dragon Knight, Red, Helmet, Red Beard",4,Unspecified
fig-010109,"Knight, Blue, Helmet",4,Unspecified
fig-010110,"Knight, Archer, Blue, Wide Brim Helmet, Quiver",5,Unspecified
fig-010111,"King, Dark Blue, Crown, Cape",5,Unspecified
fig-010112,"Knight, Blue, Armor, Helmet with Visor and Blue Plume, Beard",7,Unspecified
fig-010113,"Knight, Blue, Helmet",4,Unspecified
fig-010114,"Dragon Knight, Red, Helmet, Soul-patch",4,Unspecified
fig-010115,"Knight, Blue, Wide Brim Helmet",4,Unspecified
fig-010116,"Knight, Blue, Armor, Helmet with Grille and Blue Plume",6,Unspecified
fig-010117,"Dragon Knight, Red, Helmet, Black Beard",4,Unspecified
fig-010118,"Knight, Blue, Wide Brim Helmet, Cheek Lines",4,Unspecified
fig-010119,"Knight, Blue, Wide Brim Helmet",4,Unspecified
fig-010120,"Dragon Knight, Red, Helmet, Red Beard",4,Unspecified
fig-010121,"Pirate Captain, Blue Jacket, Peg Leg, Bicorne Hat with White Plume",6,Unspecified
fig-010122,"Pirate, Open Blue Vest over Red and White Striped Shirt, Black Tricorne Hat",4,Unspecified
fig-010123,"Pirate, Red and White Striped Shirt, Red Bandanna",4,Unspecified
fig-010124,"Astronaut, Flat Silver, White Helmet with Visor",5,Unspecified
fig-010125,"Doctor - White Torso and Legs, Black Hair Female (3626c Head)",4,Unspecified
fig-010126,"Pirate - Blue Torso, White Legs, Black Hat (3626c Head)",4,Unspecified
fig-010127,"Blacktron I - Black Torso, Black Legs, Black Helmet, Black Tank (3626c Head)",6,Unspecified
fig-010128,"Medium Nougat Torso, Dark Green Legs, Dark Brown Hair",4,Unspecified
fig-010129,"Sand Blue Torso, Dark Blue Legs, Dark Brown Hair",4,Unspecified
fig-010130,"Red Torso, Dark Blue Overall, Dark Blue Cap",4,Unspecified
fig-010131,"Dark Blue Torso, Dark Tan Legs, Dark Brown Hair",4,Unspecified
fig-010132,"Woman - White Torso, Dark Blue Legs, Dark Brown Hair - Pleasanton",4,Adult-coded
fig-010133,"White Torso, Blue Overall, Dark Tan Hair - Pleasanton",4,Unspecified
fig-010134,"Pirate - Black Torso, Black Leg, Peg Leg - Pleasanton",4,Unspecified
fig-010135,"Bright Pink Torso, White Legs, Bright Light Yellow Hair",4,Unspecified
fig-010136,"Blue Torso, Reddish Brown Legs, Red Cap",4,Unspecified
fig-010137,"White Torso, White Legs, Reddish Brown Hair",4,Unspecified
fig-010138,"Kid - Yellow Torso, Dark Blue Legs, Reddish Brown Hair",4,Child-coded
fig-010139,"Blue Torso, Tan Legs, Bright Light Yellow Hair",4,Unspecified
fig-010140,"White Torso, Red Legs, Red Cap",4,Unspecified
fig-010141,"Orange Torso, Orange Legs, Reddish Brown Hair - Alpharetta",4,Unspecified
fig-010142,"Pirate - Black Torso, Black Leg, Peg Leg - Alpharetta",4,Unspecified
fig-010143,"Dark Blue Torso, Tan Legs, Dark Orange Hair - Alpharetta",4,Unspecified
fig-010144,"White Torso, Blue Legs, Bright Light Yellow Hair",4,Unspecified
fig-010145,"Black Torso, Light Bluish Grey Legs, Dark Bluish Grey Hair",4,Unspecified
fig-010146,"Red Torso, Green Overall",3,Unspecified
fig-010147,"Knight - Light Bluish Grey Armour, Helmet - Houston",4,Unspecified
fig-010148,"Blue Torso, Blue Legs, Blue Cap - Houston",4,Unspecified
fig-010149,"Dark Blue Torso, Tan Legs, Dark Orange Hair - Houston",4,Unspecified
fig-010150,"White Torso, Light Bluish Grey Legs, Bright Light Yellow Hair",4,Unspecified
fig-010151,"Light Bluish Grey Torso, Black Legs, Dark Brown Hair",4,Unspecified
fig-010152,"White Torso, White Legs, Medium Nougat Hair",4,Unspecified
fig-010153,"Sand Green Torso, Sand Green Slope For Dress, Reddish Brown Hair",4,Unspecified
fig-010154,"Kid - Dark Tan Torso, Reddish Brown Legs, Dark Brown Hood",4,Child-coded
fig-010155,"Black Torso, Black Legs, Dark Brown Hair",4,Unspecified
fig-010156,"Black Torso, Black Legs, Dark Orange Hair",4,Unspecified
fig-010157,"Black Torso, Black Legs, Dark Tan Hair",4,Unspecified
fig-010158,"White Torso, Red Legs, Reddish Brown Hair - LoneTree",4,Unspecified
fig-010159,"Green Torso, Light Bluish Grey Legs, Dark Orange Hair - LoneTree",4,Unspecified
fig-010160,"Dark Blue Torso, Orange Legs, Red Cap - LoneTree",4,Unspecified
fig-010161,"White Torso, Blue Legs, Lime Cap",4,Unspecified
fig-010162,"Dark Blue Torso, Green Legs, Dark Tan Hair",4,Unspecified
fig-010163,"White Torso, Dark BLue Legs, Dark Orange Hair",4,Unspecified
fig-010164,"Orange Torso, Orange Legs, Reddish Brown Hair - Mission Viejo",4,Unspecified
fig-010165,"White Torso, Green Legs, Lime Cap - Mission Viejo",4,Unspecified
fig-010166,"Orange Torso, Blue Legs, Yellow Hat - Mission Viejo",4,Unspecified
fig-010167,"Dark Blue Torso, Dark Tan Legs, Dark Bluish Grey Cap",4,Unspecified
fig-010168,"White Torso, Dark Blue Legs, Dark Brown Hair - Nashville",4,Unspecified
fig-010169,"White Torso, Green Legs, Lime Cap - Nashville",4,Unspecified
fig-010170,"Pirate - Black Torso, Black Leg, Peg Leg - Nashville",4,Unspecified
fig-010171,"Orange Torso, Orange Legs, Reddish Brown Hair - Overland Park",4,Unspecified
fig-010172,"Chef - White Torso, White Legs - Overland Park",4,Unspecified
fig-010173,"Blue Torso, Blue Legs, Blue Cap - Overland Park",4,Unspecified
fig-010174,"Orange Torso, Orange Legs, Tan Hair",4,Unspecified
fig-010175,"Black Torso, Black Legs, Dark Brown Hair",4,Unspecified
fig-010176,"Chef - White Torso, White Legs, White Hat, Grey beard",4,Unspecified
fig-010177,"White Torso, Dark BLue Legs, Dark Brown Hair - SanDiego",4,Unspecified
fig-010178,"White Torso, Blue Legs, Red Cap - SanDiego",4,Unspecified
fig-010179,"Dark Blue Torso, Tan Legs, Dark Orange Hair - SanDiego",4,Unspecified
fig-010180,"White Torso, Orange Legs, Dark Brown Hair",4,Unspecified
fig-010181,"White Torso, Blue Legs, Dark Tan Hair",4,Unspecified
fig-010182,"White Torso, Dark Blue Legs, Dark Orange Hair",4,Unspecified
fig-010183,"White Torso, Dark BLue Legs, Dark Brown Hair",4,Unspecified
fig-010184,"Chef - White Torso, White Legs, White Hat",4,Unspecified
fig-010185,"Orange Torso, Blue Legs, Yellow Hat, Grey Beard",4,Unspecified
fig-010186,"Blue Torso, Legs, and Cap, Orange Sunglasses",4,Unspecified
fig-010187,"Orange Torso, Orange Legs, Reddish Brown Hair - Sunrise",4,Unspecified
fig-010188,"Knight - Light Bluish Grey Armour, Helmet - Sunrise",4,Unspecified
fig-010189,"Blue Torso, Blue Legs, Blue Cap - Sunrise",4,Unspecified
fig-010190,"Orange Torso, Orange Legs, Reddish Brown Hair - Toronto",4,Unspecified
fig-010191,"Black Torso, Black Legs, Dark Brown Hair - Toronto",4,Unspecified
fig-010192,"Chef - White Torso, White Legs, White Hat - Toronto",4,Unspecified
fig-010193,"Prisoner - White Torso, Black Legs, Black Hair",4,Unspecified
fig-010194,"Red Torso, Orange Legs, Dark Brown Hair",4,Unspecified
fig-010195,"White Torso, Green Legs, Black Hair - Toronto",4,Unspecified
fig-010196,"Black Torso, Black Legs, Dark Brown Hair - Victor",4,Unspecified
fig-010197,"Chef - White Torso, White Legs, White Hat - Victor",4,Unspecified
fig-010198,"White Torso, Green Legs, Lime Cap - Victor",4,Unspecified
fig-010199,"Astronaut - White Torso and Legs, No Visor",3,Unspecified
fig-010200,"Dark Blue Torso, Dark Tan Legs, Dark Azure Helmet",4,Unspecified
fig-010201,"Professor Dolores Umbridge, Magenta Dress",4,Unspecified
fig-010202,Iron Golem,43,Unspecified
fig-010203,"Flower - Green Torso and Legs,  Bright Light Blue Flower",4,Unspecified
fig-010204,Butterfly Girl,5,Child-coded
fig-010205,Chocolate Bunny,4,Unspecified
fig-010206,Play Day Cognitive,4,Unspecified
fig-010207,Play Day Creative,4,Unspecified
fig-010208,Play Day Emotional,4,Unspecified
fig-010209,Play Day Physical,4,Unspecified
fig-010210,Play Day Social,4,Unspecified
fig-010211,"White Torso, Red Legs, Reddish Brown Hair - Indianapolis",4,Unspecified
fig-010212,"Green Torso, Light Bluish Grey Legs, Dark Orange Hair - Indianapolis",4,Unspecified
fig-010213,"Dark Blue Torso, Orange Legs, Red Cap - Indianapolis",4,Unspecified
fig-010214,"Dark Blue Torso, Tan Legs, Dark Orange Hair - Elizabeth, NJ",4,Unspecified
fig-010215,"Black Torso, Black Legs, Dark Brown Hair - Elizabeth, NJ",4,Unspecified
fig-010216,"Orange Torso, Blue Legs, Yellow Hat - Elizabeth, NJ",4,Unspecified
fig-010217,"Green Torso, Light Bluish Grey Legs, Dark Orange Hair - Toronto",4,Unspecified
fig-010218,"White Torso, Red Legs, Reddish Brown Hair - Toronto",4,Unspecified
fig-010219,"Dark Blue Torso, Orange Legs, Red Cap - Toronto",4,Unspecified
fig-010220,"Black Torso, Black Legs, Dark Brown Hair - Peabody",4,Unspecified
fig-010221,"White Torso, Green Legs, Lime Cap - Peabody",4,Unspecified
fig-010222,"Orange Torso, Blue Legs, Yellow Hat - Peabody",4,Unspecified
fig-010223,"Dark Blue Torso, Orange Legs, Red Cap - Beachwood",4,Unspecified
fig-010224,"Green Torso, Light Bluish Grey Legs, Dark Orange Hair - Beachwood",4,Unspecified
fig-010225,"White Torso, Red Legs, Reddish Brown Hair - Beachwood",4,Unspecified
fig-010226,"Knight - Light Bluish Grey Armour, Helmet - Lynnwood",4,Unspecified
fig-010227,"White Torso, Dark Blue Legs, Dark Brown Hair - Lynnwood",4,Unspecified
fig-010228,"Chef - White Torso, White Legs, White Hat - Lynnwood",4,Unspecified
fig-010229,"White Torso, Green Legs, Black Hair - Edmonton",4,Unspecified
fig-010230,"Dark Purple Torso, Dark Purple Legs, Dark Brown Hair - Edmonton",4,Unspecified
fig-010231,"Green Torso, Blue Legs, Dark Brown Hair - Edmonton",4,Unspecified
fig-010232,"Lime Torso, Black Legs, Black Helmet - DesPeres",5,Unspecified
fig-010233,"White Torso, Tan Legs, Black Hair - DesPeres",4,Unspecified
fig-010234,"Chef - White Torso, White Legs, White Hat - DesPeres",4,Unspecified
fig-010235,"Dark Bluish Grey Torso, Sand Green Legs, Tan Hair",4,Unspecified
fig-010236,"Black Torso, Dark Tan Legs, Medium Nougat Hair",4,Unspecified
fig-010237,"Black Torso, Light Bluish Grey Legs, Black Hair",4,Unspecified
fig-010238,"Dark Bluish Grey Torso, Dark Red Legs, Reddish Brown Hair",4,Unspecified
fig-010239,"Sand Blue Torso, Olive Green Legs, Medium Nougat Hair",4,Unspecified
fig-010240,"Black Torso, Dark Brown Legs, Reddish Brown Hair",4,Unspecified
fig-010241,Cole - Spinjitzu Burst,4,Unspecified
fig-010243,Kai - Spinjitzu Burst,4,Unspecified
fig-010244,Lloyd - Spinjitzu Burst,4,Unspecified
fig-010245,"Chef - White Torso, White Legs - Vancouver",4,Unspecified
fig-010246,"Orange Torso, Orange Legs, Reddish Brown Hair - Vancouver",4,Unspecified
fig-010247,"Pirate - Black Torso, Black Leg, Peg Leg - Vancouver",4,Unspecified
fig-010248,Mechanical Death Eater,8,Unspecified
fig-010249,AIM Agent - Visor,5,Unspecified
fig-010250,Pepper Potts / Rescue - Red Armour,4,Unspecified
fig-010251,Red Skull,3,Unspecified
fig-010252,Iron Man Mark 30 Armor / Tazer (Blue Steel) Armor,5,Adult-coded
fig-010253,Iron Man Mark 22 Armor / Blazer (Hot Rod) Armor,4,Adult-coded
fig-010254,"Police - Black Jacket, Black Legs, White Helmet",5,Unspecified
fig-010255,Train Conductor - Medium Blue,4,Unspecified
fig-010256,"Train Conductor - Medium Blue, Female",4,Unspecified
fig-010257,"Pete Peterson, Possessed",4,Unspecified
fig-010258,"Autumn - Bright Pink Top, Sand Green Shorts",4,Unspecified
fig-010259,Hex,3,Unspecified
fig-010260,Valorie,3,Unspecified
fig-010261,Hal,3,Unspecified
fig-010262,Hedwig / Adriene,3,Unspecified
fig-010263,"Batman, Dark Bluish Gray Suit, Black Cowl, Neck Bracket with Bars",5,Adult-coded
fig-010264,Scuba Diver,6,Unspecified
fig-010265,Tygurah (Big Fig),8,Unspecified
fig-010266,Dirk Drifter,5,Unspecified
fig-010267,Plankton - Helmet,10,Unspecified
fig-010268,Plankton,5,Unspecified
fig-010269,"Scott Francis, Possessed",4,Unspecified
fig-010270,Spider Queen,5,Unspecified
fig-010271,Silver Horn Demon,5,Unspecified
fig-010272,Gold Horn Demon,5,Unspecified
fig-010273,Chen,4,Unspecified
fig-010274,Wang,4,Unspecified
fig-010275,Uncle Zhang,4,Unspecified
fig-010276,"Iron Man Mark 43 Armor, Visor Printed on Helmet, Plain Trans-Clear Head",4,Adult-coded
fig-010278,Tony Stark - Light Bluish Grey Shirt,4,Unspecified
fig-010279,Iron Man Mark 2 Armor,4,Adult-coded
fig-010280,Rivera,5,Unspecified
fig-010281,"Pilot - White Torso, Dark Blue Legs, White Helmet",5,Unspecified
fig-010282,"Pilot - White Torso, Red Legs, White Helmet",5,Unspecified
fig-010283,Man - Tan Mummy Costume,4,Adult-coded
fig-010284,"Kid - Black Torso, Dark Green Legs, Dark Orange Hair",4,Child-coded
fig-010285,Clara the Criminal,4,Unspecified
fig-010286,"Duke Detain, Helmet and Goggles",5,Unspecified
fig-010287,"Sam Grizzled, Helmet and Goggles",5,Unspecified
fig-010288,Hacksaw Hank,4,Unspecified
fig-010289,"Vito, Red Shirt",4,Unspecified
fig-010290,"Rooky Partnur, White Helmet, Black Goggles",5,Unspecified
